content,score,at
"Sangat kecewa semakin hari semakin tambah parah,iklan sudah diblokir masih aja dikeluarin dan sangat mengecewakan banyakan iklan",1,2022-03-03 03:54:15
"Jiahhh aplikasi kntl, dikit dikit ke ban dikit dikit keban, ngasih ban yang wajar lah,masa komen salah sedikit akun kena zuck 30 hari, kan ga lucu, apalagi akun facebook nyangkut diberbagai platform!!",1,2022-03-03 01:43:53
Saya menggunakan FB lebih dari 3 THN .blm pernah mengalami seperti ini. Sewaktu aktip FB tiba2 layar ngebleng.tidak bisa dibuka semua total lalu saya matikan daya.di on lagi .FB.sos.fb lite .apl Poto apl.wa hilang .tolong perbaiki jgn sampe terjadi lagi,1,2022-03-03 01:21:54
Heran aku sama FB kalo komen begitu langsung di blokir. Tapi banyak foto profil dan semua foto foto nya telanjang tapi gak apa2 ya.,1,2022-03-02 20:41:30
"Minta bantuannya CS fb sekarang jg tolong banget hubungi saya lewat email tolong akun saya kena hack saya punya barang bukti bahwa ini akun saya, tolong banget itu akun penting, harapannya cuman di cs fb doang emailnya sudah diganti sama sono tapi td no HP masih belum diganti gak tau kalo sekarang gmn",5,2022-03-02 20:25:20
"Facecook ini jelek karna saya punya akun tidak mau masuk sama sekali sudah saya coba beberapa kali tetap tidak bisa masuk,,,,,mohon di bantu agat akun saya bisa masuk kembali,,,,sekian terimasi 😤",1,2022-03-02 19:42:55
"Makin muak, dengan aturan facebook, dikirim foto ktp malah tidak bisa padahal daftar apapun ktp diakui, emang facebook lebih tinggi dari negara, foto ktp sudah dikirim malah tidak bisa",1,2022-03-02 17:45:12
"Kenapa aplikasi FB dikit2 minta di perbarui ya , padahal baru berapa hari ga ada 1minggu update udah ga bisa pakai lagi , dan kalo mau bisa lagi di update lagi gitu terus ... Kenapa ya mohon di perbaiki",1,2022-03-02 17:16:41
Kenapa tidak ada fitur video di aplikasi fb saya sekarang ini? dan fb saya sudah bertahun2 saya pakai tiba2 hilang.,3,2022-03-02 14:36:43
"Menjadi yg terbaik mahal sekali, perlu belajar, punya bakat kemampuan, inisiatif sadar diri sendiri, berkelompok juga harus punya prestasi ....",5,2022-03-02 14:23:36
FB gak jelas masak gak ada di pejet mode geratis malah mode geratis sendiri dah tuh gak bisa lagi di ubah ke mode lihat foto emang gak jelas kali Oooo dah tu gak bisa lihat siaran langsung lagi padahal sinyal nya oke Oooo emang gak jelas,1,2022-03-02 14:08:47
"Facebook nya kok kadang lansung pake mode gratis, padahal datanya masih banyak??? Baru liat vidio tiba tiba lansung ke mode gratis",2,2022-03-02 13:45:22
Jadi kapten yang kamu kerjakan dan tidak bisa hadir dengan konsep dan di dalam negeri dan lebaran tahun lahir dan besar yang akan terjadi nanti aku kasih ke Ga Ga Ga Selamat siang ini panas bumi sebesar itu lah yang aku korban gempa yang terjadi dalam hidupmu akan merindukan dia tidak bisa tidur lagi ni kan ada ga kurang mau dan apa saja menikmati hari ini no ku tak bisa akan yg lakukan aja beli di toko buku mas ke akan nya dan mana lhok saja menikmati hari ini no ku ingin habiskan sisa t,5,2022-03-02 13:10:20
Knp FB saya hilang ga bsa di buka pdhal kmarin masih bisa. Aneh tau2nya ga bisa masuk. Ga aman banget sampe bisa kena hack gtu,1,2022-03-02 12:22:54
Kenapa Facebook ini setelah di update malah eror pass login kami tidak dapat mengubah ke bahasa Indonesia lah kukira update nam bah bagus setelah tu ke bahasa Inggris kok eror padahal sinyal udah bagus eror ni FB tolong di perbaiki,1,2022-03-02 11:25:46
"Akun fb istri saya ada yg ubah kata sandi email no hp, lemah kali pengamanan facebook, pecat aja mark tuh lah, macam kntl aku liat.",2,2022-03-02 11:20:55
"Facebook tolong bantu saya,, akun facebook sudah saya pake selama 13 tahun tapi tiba tiba dinonaktif kan oleh pihak facebook. Bagai mana cara akun saya bisa kembali",5,2022-03-02 11:09:04
Kenapa Facebook ini sering di update?? Hackernya dihabisin aja jgn suka merusak privasi orang.. Update membuat kuota boros. Facebook sekarang cenderung di hacker org yg tdk bertanggung jawab seolah2 tdk lagi bisa menjaga privasi pengguna nya.,2,2022-03-02 09:31:06
Sekarang ini tidak nyaman..! Knpa Facebook aku sering terkunci... tolong bantuannya. dan jelaskan apa yg sudah di lakukan oleh orang yg tidak bertanggung jawab.,3,2022-03-02 09:18:46
Apk nya bagus!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ;;;;;;;;!!!!!!!!!!!!!!!!!! Apa liat liat emang bagus asu,5,2022-03-02 08:01:54
banyak bug di fb!! gak jelas banget kebebasan berekspresi pun di batasi.. gak bisa bedain mana bercanda ama serius dah jelas2 ada emotikon nya,1,2022-03-02 07:30:00
"Tolong pihak facebook akun fb saya kembalikan seperti semula lagi, gara gara saya ganti Hp baru kenapa fb saya terkunci sudah melalui tahapan2 buat masuk tapi tetep saja gak bisa... minta bantuannya untuk di aktifkan lagi... Itu akun fb buat bisnis saya... plisss bantu buat aktifkan lagi",5,2022-03-02 07:01:52
"TOLONG di hilangkan fitur Reel dalam Facebook , sangat tdk cocok dan tdk membantu sama sekali , mempersulit dan merepotkan dalam upload jualan dan mencari postingan , very very BAD ...",1,2022-03-02 06:57:15
"Memang rumah yang aman memiliki kunci yang rumit, tapi kalau tuan rumahnya kekunci diluar dan tidak dapat akses ya percuma! Tolonglah tindakannya",1,2022-03-02 06:54:50
"Kecewa banget sma fecebokk Udag nggak bisa buka akun lama tpi ya sudah nggak apa"" bikin akun baru lagi eh ternyata di persulit di suru buat vidio w udah nurutin arahan vidio nya kaya orang begok ternyata masih blum bisa juga mangkin mles sama aplikasi ini 🤐🤐🤐",1,2022-03-02 06:19:43
Facebook koq makin jelek aja sekarang masa tiba² akun saya ke hack lalu katanya ke hapus...... Gimana ini apakah ada solusinya???,1,2022-03-02 03:17:29
"Cuqim*y!!! Mau buka fb disuruh ngisi data. Isi data isi data pala bapak kau pecah! Data gua banyak apa pula lu suruh gua isi data anj*ng. Orang mau tengok story pun gak bisa kau buat, bikin betol² aplikasi kau, susah payah buka apk pakai kuota tapi apk gak berfungsi sempurna kau buat paok!! Lubang puqi kau!",1,2022-03-02 00:25:50
"standar komunitas Facebook harus diperbaiki lagi, aku menggunakan bahasa daerahku sendiri dan tidak ada kata kasar didalamnya tetapi terkena peringatan dari standar komunitas Facebook, tolong pihak developer untuk diperbaiki lagi",1,2022-03-01 18:30:04
"kurangin durasi iklan nya... nonton video lagi seru"" nya eh ternyata ada iklan 15 detik 2x jdi total 30 detik... platfrom sebelah aja paling lama cuma 8detik doang",1,2022-03-01 17:53:43
"kenapa facebook saya dibaned,padahal tidak melanggar peraturan apapun,dan tidak posting yang berbau seksual.",1,2022-03-01 17:23:23
"Makin di apded makin gak jelas ni facebook,kenapa notifikasi pemberi tahuan gak bisa di buka gak jelas banget ni .makin kedepan makin parah!!!",1,2022-03-01 13:39:41
"Buat semua nya mending gk usah pake fb lagi deh, udah ngawur ini, masa gk bisa login, udh 1 minggu ada masalah saat login mulu gila ini apk",1,2022-03-01 13:25:00
Aplikasi Facebook sekarang sudah tidak memuaskan sama sekali. Akun Facebook yang baru gampang hangus dan terlalu sering kena spam like dan komentar,2,2022-03-01 12:32:55
"Facebook sekarang tidak asyik seperti dulu,terlalu banyak peraturan,akun saya selalu di blokir dan dibatasi selama 30 hari,padahal saya selalu sopan di facebook.",1,2022-03-01 05:51:24
Facebook semakin ribet.. terlalu banyak postingan yang dihapus... Dan kena pelanggaran... Makanya banyak pengguna yang beralih ke tiktok dan aplikasi lain...,1,2022-03-01 04:55:08
"Hari ini saya sangat kecewa sama aplikasi ini kenapa saya tdi bisa melihat lagi dari segi pertemanan, postingan, watching video, streaming, market place, serta pemberitahuan yg ada di apk tersebut..........mohon diperbaiki ya admin Facebook",1,2022-03-01 03:03:32
Ini facebook kenapa ya? Pdhl ada kuota pakai wi-fi full kenapa error teruss akunku? Mohon diperbaiki!,1,2022-03-01 02:56:01
Buat admin FB yang terhormat .tolong perbaiki ko sekarang FB ku lemot lambat banget dan suka eror trus .tolong di perbaiki ya admin 🙏 aku dah kasih bintang 5 loh,5,2022-03-01 02:49:12
"buat admin fb , kenapa ya fb saya slalu dapat pembatasan, sedangkan saya gak pernah up yg macam macam difb , saya gk pernah up vidio purno dan semacamnya, tpi slalu kena pembatasan , dan pembatasan itu bukan sehari dua hari, tpi 7 hari,.. tolong diteliti lagi ya mint klau dilakukan pembatasan , apakah fb itu melanggar atau tidak , mksh min 🙏",1,2022-03-01 02:48:47
"Mohon diperbaiki bug komentar saya tidak dapat melihat komentar di postingan manapun padahal jaringan internet saya cukup stabil dan cepat, mohon segera diperbaiki",2,2022-03-01 02:47:32
"Tolong dong pihak FB perbaiki lagi, sumpah ini kurang nyaman banget lelet banget kaya kebanyakan bug nya gitu.. padahal hp saya aman aman aja tapi kaya kepenuhan memo. Buka apk yang lain normal normal aja tapi pas buka Facebook ini kok susah banget.. tolong perbaiki lagi ya",2,2022-03-01 01:38:40
"Makin ribet dan makin ngk jelas , Sepertinya Facebook pingin bunuh diri. Udah kebanyakan uang kali owner,nya jadi semena mena sama pelanggan Masak dikit2, spam dikit2 spam padahal Baru comen beberapa comen aja Akun Ori,ku udah kena banned , aku udah kirim KTP tapi ngk ada tangapan sama sekali Klo dikit2 kena spam , dikit2 kena banned Trs kita gunain fb buat nonton doang gitu? Yg bner aja kalo gitu sih mending pindah sebelah dah Thanks fb, ku ijin uninstall ya 🙏🙏🙏",1,2022-02-28 23:27:26
"Maaf sebelumnya saya apload foto saya sendiri ehh tiba2 kebened padahal foto saya sendiri, knp dri pihak fb bilang ini itu2 pdhal jarang apload , skali apload kebaned makin kesini makin gk jelas, tolong dong akun dari 2012 sampe sekarang , baru apload foto langsung di baned, kebijakan untuk fb gimana ?!!!",1,2022-02-28 19:44:49
Banyak banget keluh kesah pengguna fb buat kalian yang ngeluh lu kirak gampang buat apk kek gini mikir pkek logika deh jdi kalo mau komplen harap yang sopan 🙏buat admin fb sukses slalu dan ttp maju untuk memperbaiki apapun mslah nya,5,2022-02-28 19:39:07
"Saya uda 13 tahun pake fb, sejak januari 2009 sampe detik ini kenapa di hack org yg tidak bertanggungjawab yah, saya tidak bisa masuk akun fb dan ada yg memposting video asusila padhal saya tidak bisa masuk akun fb!!! Pihak fb harus beetanggungjawab krn itu adalah privasi pemilik akun, bahkan banyak kenangan di fb saya yg berarti kenapa disalahgunakan pihak lain!!! Mana tanggungjawab tim IT kalian yg harusnya melindungi hak privasi pengguna aslinya !!!!!",1,2022-02-28 17:02:57
Ga bisa log in mendapatkan masalah. Dan fb suami saya jg kena hack ga bisa balik lg padahal ga pernah aneh² .. di pake seseorang hingga membuat atau melanggar . Padahal ga pernag melanggar So bad Terimakasih,1,2022-02-28 16:53:25
"Mending kalian keluarkan akun fb kalian, pihak Facebook ingin mencuri akun kita dengan cara menonaktifkan akun kita.",1,2022-02-28 15:27:26
"Cara buka akun terbanned dan cara mengatasi ""Terlalu Banyak kode SMS Anda meminta terlalu banyak kode SMS. Anda harus menunggu 24 jam untuk menerima kode lain."" padahal udah 2 hari",1,2022-02-28 15:21:41
"Kak kenapa fb ku gak bisa di buka kenapa ya? Setiap di buka gk bisa kek ngeleg tapi disini internet kek b aja Gk bisa di bukakk plissssss anuin lah lebih baikkk heee aku gk bisa apa""no wa temen ku di siru semua lho kak ihh 😭😢.....",1,2022-02-28 14:24:28
"Kenapa VIDEO REELS Untuk HALAMAN Tidak Ada.?. Facebook Seperti Tidak Menginginkan Orang Biasa Sukses Berkembang Dengan HALAMANNYA. Banyak Persyaratan Yang Sulit Untuk Orang Biasa, Ini Akan Berbeda Dengan Orang-orang Yang Terkenal. Ini Membuat Saya Semakin Minder, Karena Tidak Bisa Mencapai Target.",1,2022-02-28 13:42:07
Tolong lah. Marketplace kok isi nya iklan obat kuat semua. Kalau gambar nya normal sih gak masalah. la ini gambar nya kelamin pria semua masa kaya gitu di loloskan😤. Kalau Facebook udah bisa menyaring konten yg berbau ketelanjangan nanti saya ubah penilaian ini,4,2022-02-28 11:20:20
"Kenapa kok sekarang FB makin ga jelas aja ya,padahal ga ngomong kasar atau ngomong sembarangan eh kena bent, alasannya apa coba di bilang nya tidak mematuhi standar komunitas,apa-an tu,tolong ya kedepannya kembalikan seperti semula.!!!!!!!¡¡!!!!!!¡+$($($)#)2)2))3)$($(!!!!!!!?!?????!!?????????!!!!!!!!!+++($())))#))$))$)$?$??$?!!""!!!!;;;::)))!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!???!!?!!!!!!!!!!??!?!?!dah lah emng dah rusak ni FB 😒😒",2,2022-02-28 10:51:13
"Baru saja akun fb saya di baned padahal postingan juga gak aneh aneh,,,, lagi buka akun tiba tiba keluar sendiri dan login kembali malah gak bisa, makin hari makin gak jelas ini fb",1,2022-02-28 10:20:23
"min kenapa Facebook saya kena hack orang terus min, sudahlah akun lama saya hilang dan ini di hack orang lagi dan diganti orang kata sandinya. Dan setelah saya masukan no saya mau muncul poto profil orang lain min. Sudah berapa kali akun baru saya di hack orang min dan ini dihack lagi oleh pihak yang tidak bertanggung jawab. Tolong lah min pulihkan Facebook saya min😭🙏🏻",1,2022-02-28 09:00:36
Saya Sangat Kecewa dgn Fb. Knapa Akun Saya Di hapus Tanpa Kompirmasi trlbih dahuLu. Perasaan saya tdk Macam2. Knapa Di hapus.. dan pas mau Bikin yg Baru Pun Sllu Tdk Bisa. ENTAH apa Masalahnya. . Facebook KaCau.,1,2022-02-28 07:07:40
"Udah dari awal rilis facebook tidak pernah ada masalah, kemarin 27 february 2022 pukul 0019 saya terima email seseorang log in dr Jakarta dan paginya pukul 0800 akun saya ditangguhkan 30hari, semua account ig, game dll kena imbasnya, security kalian yg ga safety knapa orang lain yg disalahkan?",1,2022-02-28 05:58:20
"FB saya di kunci di kunci berkali kali, saya tidak tau lagi harus bagai mana, bintang 1 karena FB saya di kunci tanpa salah apapun atau pun orang lain yg loggin. Terimakasih",1,2022-02-27 23:44:24
"Merupakan salah satu aplikasi berkomunikasi paling praktis. Mudah dipahami. Setiap pembaruan selalu berusaha menyesuaikan dengan kebutuhan pengguna. Semoga di masa depan, Facebook tetap menjadi yang terbaik.",5,2022-02-27 21:42:07
Akun kesini makin ga jelas FB. Apalagi tidak ada tanggapan dari admin mengenai keluhan dan pengaduan dari admin. Apakah FB minta di boikot?,1,2022-02-27 20:23:45
"fb ini lama² koh jelek cih, ga ky dulu lg, notifikasinya sllu telat. q kasih bintang 3 dulu. ntar klo dh bagus q tambahin lg bintangnya.",3,2022-02-27 16:33:51
"Mohon maaf kepada Facebook, saya udah berkali-kali kena banned atau akun kekunci mohon bisa di kembali kan kayak sebelum nya soalnya saya jualan di marketplace setiap ganti HP saya login ke fb ngga bisa di buka (akun kekunci) mohon jangan menilai dari jeleknya kami soalnya cuma ganti HP aja udah kena benned semua yang jualan pada menggeluh mohon respon nya, ada apa dengan salah kami kami mematuhi peraturan anda dan anda tidak senang kami jualan mohon lah biar yang semua jualan bisa lancar🙏",1,2022-02-27 14:24:52
Akun saya di konci semau maunya.. Demi keamanan beginilah begitulah. Keanjingan bangat ini pihak Facebook. Nyuruh aktifkan frotex segala.,1,2022-02-27 12:53:41
"Makin kesinu makin jelek, males saya buka Facebook, posting sudah ga ada kebebasan, kualitas poto & video jadi jelek jika sudah di posting,, bye bye facebook",1,2022-02-27 11:53:17
apk ny bagus banget!!!!!!!!!!!!!!!!!!?!?!??!?!??!?!??!??!?!??!?!??!?!??!?!??!?!??!?!??!?!??!?!??!?!?!??!?!??!?!??!?!??!?!?!??!?!??!?!??!?!??!?!?!??!??!?!?!??!?!??!?!??!?!??!?!?!??!?!?!??!?!??!?!??!?!??!?!?!??!?!??!?!??!?!??!?!??!?!??!?!??!?!??!?!??!?!??!?!?!??!?!?!??!?!??!?!?!??!?!??!?!?!??!?!??!?!??!?!??!??!!??!,5,2022-02-27 09:19:16
"Ini udh seminggu FB sya tidak bisa dibuka, email diganti padahal sya tdk ada nge-share yg aneh"" knp tiba"" sya tdk bisa buka FB sya?itu akun sya udh dri 2011 byk knangan sya dan kluarga disana,knp pke acara di block dri pihak FB trus disuruh nunggu sebln?",3,2022-02-27 08:53:46
Masuk akun pribadi saja dibikin ribet sekarang tiba2 terkunci dan susah sekali masuk kembali..apa dengan kata sandi atau semacamnya ga bisa..konfirmasi yang lainpu ga bisa..,1,2022-02-27 07:48:56
"Bersatu kita teguh dalam kasih sayang yang tulus dan ikhlas berbahagialah orang yg sabar, dan baik hati. Damai sejahtera dalam kasih tuhan amin amin.",5,2022-02-27 07:31:02
Apk Facebook sekarang semakin bagus semakin enak deh pokok nya sama seperti Instagram terima kasih Facebook karna berkat kehadiran Facebook aku bisa belajar tentang masalah kepribadian dan jga bisa membuat ku ketawa saat aku dalam keadaan sedih,5,2022-02-27 06:52:37
"Bikin jengkel....udah jauh scrol ke bawah,masuk web,udah habis baca2 tekan back,ujung2nya naik ke awal postingan paling atas. Mau ga mau harus scrol2 lagi jauh ke bawah..yakin dah buang2 waktu",2,2022-02-27 06:41:35
"Menyedihkan Facebook, Facebook, karena apa? Aplikasi Facebook selalu aktif di latar belakang sehingga mengakibatkan keborosan beterai hingga memakan ram ±500mb padalhan dah aku paksa berhenti di ponsel tetapi setelah 3 menit aktif padalhan saya sudah mematikan auto-start di sistem ponsel tetap aja🙄 sepenting apakah sistem Facebook buat ponsel android? Ya aku maklumi kalau Google sistem 1½ campuran android, lah kalau Facebook apa?",1,2022-02-27 06:41:03
Makin update makin gak jelas 😩 padahal udah update mulu tapi masih aja jaringan lemot padahal udah 4G+ sinyal juga kuat di bawa buka youtobe lancar pas dibawa fb an apa lagi nonton live game malah lemot dah gitu chat dan notif juga lama baru masuk 🥴 marketplace juga gak jelas chat yang tanya produk gak masuk masuk notifnya harus di buka manual 🤔 pdhal udh update😩,3,2022-02-27 06:06:21
Saya sudah beberapa kali mencoba mengaktifkan facebook protect dengan menggunakan email nomer hp dan 6digit kode sudah di masukkan. Tapi sampai saat ini akun facebook belum diaktifkan.,1,2022-02-27 05:44:51
Kenapa. Fesbuk. Nya ga bisa buat. Akun akun bener. Tapi fesbuk. Nya. Gabisa. Dasar. Fesbuk. Edan,1,2022-02-27 02:41:20
"Makin di upgrade makin lelet, knpa sih fb klo mau posting, komen, dll loading nya lama banget padahal jaringan aman... Trus ya kmren2 akun di batasi 2 hari, pdahal gk upload yg aneh2 cma jualan baju, tas,sepatu doang malah di blg ada unsur ketelanjangan.. Mkin priik deh fb",2,2022-02-27 02:05:02
"Tolong FB pengaman akun itu yg jelas dikit yaa,.. gak faham lagi aku, akun ku di hack sama orang atau sengaja di Bennet sama FB,. Buat stress aja",2,2022-02-27 01:24:02
"Akhir akhir ini saya sngat kecewa dengan facebook. Karena kelemahan, sistem, dan gangguan pelayanan... Dalam minggu ini saya kehilangan akun fb saya yg dmna itu saya pakai untuk jualan...",1,2022-02-27 01:04:23
"Jngn asal mengotak Atik akun orang apa lagi sampai nginci akun orang ,dikit2 keamanan FB padahal tidak ngapa2in ,banyak tingkah lama2 klau kyk gitu mah FB di blokir aja seumur hidup jngn di adain,banyak akun terkunci GK bisa terbuka padahal kata sandi nya benar ...",1,2022-02-26 18:35:48
"Aplikasinya sangat bagus bisa menemukan keluarga,teman atau sahabat lama dan baru bahkan berita yang terkini dapat dilihat....🙏🙏👍👍",5,2022-02-26 17:39:28
FB saya di nonaktifkan gara² pelanggaran di Instagram karena FB saya terkait dengan Instagram yang anehnya lagi saya nggak tahu ntah apa yang saya langgar di Instagram padahal saya pengguna aktif Facebook dan Instagram tapi jarang upload tiba² di nonaktifkan oleh pihak Instagram dan sudah berkali-kali saya ajukan banding tetap aja nggak di aktifkan kembali sudah lebih 3 bulan semenjak FB dan Ig di kelolah oleh pihak meta jadi nggak jelas begini aturannya rating FB pun semakin menurun,1,2022-02-26 17:15:00
"Kl bisa di kasi bintang -1 saya kasih -5 saja. Setiia fb dari 2009 sampe 2022, skg akun saya di hack dan recovery pun tidak bisa. Karna email, nomor, nama diganti semua oleh pelaku. Sudah kirim KTP SIM tidak bisa. Mau complain kemana coba? Jelas2 data identitas sudah sama di lampirkan tetap ditolak & saya bisa menyertakan bukti terkait penggantian email oleh org yg tidak bertanggung jawab. Fb perusahaan besar tapi terkait masalah tidak bisa di selesaikan? Dan tidak ada jalan keluar? Kecewa",1,2022-02-26 16:38:55
"Kenapa facebook saya tidak bisa login, nyari akun saya di facebook temen ngga ada.. Apakah facebook saya dihapus oleh facebook... Gimana ini dong",1,2022-02-26 16:30:02
Setelah d UP kok jd kurang fasilitasx...macam cerita g bisa d lihat..video g bsa putar otomatis..makin kesini kok tambah jadi kekuranganx.. kl macam ini jd gak nyaman lagi maen Facebook,1,2022-02-26 16:06:22
"Kok FB sekarang makin aneh,ribet dan banyak hack, akun ku udh byk yg hilang, mau memulihkan nya lgi pun ribet amat, padahal email udh ada. Tolong jgn MEMPERSULIT pengguna,Jadi malas main FECBOOK...🙂",1,2022-02-26 15:42:21
Assalamu'alaikum tolong dong devilovers kerja sama nya masa saya tadi login ke akun santriya Dewantara terus saya ganti nomer telpon ke alamat email saya masa kena sesi sih tolong bngt perbaiki lagi,4,2022-02-26 15:35:53
Saya heran dengan facebook. Tentang standart komunitas. Jika benar memang postingan saya melanggat standart komunitas. Kenapa taidak dari tahun 2019 .sedangkan postingan saya di 16 maret 2019. Tapi ada laporan postingan anda melanggar standar komunitas di 04 februari 2022. Hingga akun saya di batasi Saya rasa pihak facebook sudah stress. Tidak adil dan meragukan tentang keamanan akun saya.. Giliran saya mau banding ke dewan pengawas. Alasannya.mohon maaf kami terkendala pandemi covid19 😡,1,2022-02-26 15:15:48
"Facebook Sekarang Semakin Aneh Dan Membingungkan, Akun saya sekarang dinonaktifkan. Dan buat lagi juga dinonaktifkan, Kesalahan apa. Padahal tidak buat keselahan tapi masih di salahkan, Facebook Tidak Jelas, Kecewa.",1,2022-02-26 14:00:09
Iklan di fb makin banyak aja tiap 1 postingan di bawah nya ada iklan postingan lagi iklan lagi terus aja gitu udah di sembunyikan iklan nya to di laporkan malah muncul lagi iklan yang topik nya sama mana video iklan auto plya langsung ato iklan yang lainya juga jadi mengagngu banget kalo bisa iklan di bikin sedikit aja jangan makin banyak aja,2,2022-02-26 13:29:54
Jangan mau fb anda sering di update.itu bisa merupakan ke kehilangan akun anda .maka berhati hati kalau anda di suruh update .saya sdh merasakan nya.,5,2022-02-26 13:26:53
"Stup!d devlop, akun ke hack udah coba atur ulang sandi , masukin kode keamanan yg dikirim ke email tapi ga bisa masuk ""kode keamanan salah"" konthol",1,2022-02-26 13:12:38
Mulai tidak berkualitas.. Banyak aturan yg tidak jelas dan tdak seimbang.. Slama masih di atur kominfo aplikasi ini akan down secara perlahan tapi pasti..,1,2022-02-26 12:51:54
"Masih dipakai anak saya , facebook nya saja , untuk onny hardianto , satu smartphone yang sama. Semenjak 20 september 2009 dan 10 juli 2013 sudah rajin mengendapkan data , foto , video , karya karya intelektualitas dia di server nya facebook , yang sama dengan membuat bukunya sendiri di facebook antara 2009-2022++ , karena ngetik buku dan posting itu dipikir terlebih dahulu baru kemudian diketik dengan tangan , yang mana penerbit bukunya masih belum ada yang mecetak di percetakkan langganan",5,2022-02-26 12:17:34
Ini gimana saya baru juga buat FB belum di apa apain sudah di nonaktifkan katanya tidak memenuhi standar komunitas padahal baru buat langsung di nonaktifkan belum juga ngapa ngapain,1,2022-02-26 11:11:11
Engga ngerti lagi sama facebook...makin kesini makin nyusain pengguna...masa akun dinonaktifkan tanpa sebab....buat akun baru untuk pengganti akun yang dinonaktifkan malah dinonaktifkan...makin kesini makin gajelas,1,2022-02-26 10:25:31
Aplikasinya ok..bisa bisa posting iklan untuk promosi penjualan kita ...sangat membantu ya...,5,2022-02-26 09:24:55
"Maaf... sebenarnya tidak ada bintang buat facebook. Tapi karena harus ada minimal 1 bintang supaya bisa posting, terpaksa. Akun ku sudah diretas seseorang. Tidak ada yang bisa membantu. TIDAK AMAN",1,2022-02-26 07:04:13
"Facebook sekarang ribet, akun terkunci minta ktp, cuma karena nama fb lain sama nama di ktp malah gk terima padahal ttl, status, alamat sama semua",1,2022-02-26 04:10:20
Face book memang oke cuma saya minta tolong untuk permintaan pertemanan di batasi soalnya ini permintaan pertemanan masuknya tidak wajar dan ini sangat mengganggu aktivitas saya saat sedang online dan menutupi laman tolong diperbaiki atas perhatian nya saya ucapkan terimakasih,5,2022-02-26 03:52:38
Kenapa Facebook saya tidak bisa di buka lagi..padahal Facebook saya sudah lama saya gunakan...dan sekarang tidak bisa di login lagi,1,2022-02-26 03:17:13
"Bagus bngttttttttt pokoknya apk ini bagussss, trs di Facebook ini tuh ada efek ny buat fto"" jadi ny kaya di Instagram!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!apa liat"" bawah orng udh di blng bagus"" ya bagus",5,2022-02-26 03:13:24
"Semakin hari semakin jelek aja nii facebook. Saya hanya komntr biasa biasa aja ke status teman saya, langsung di kasih pelanggaran memang oleh pihal fecebook. Facebook paling jelek sekarang.",1,2022-02-26 02:10:22
"FB makin kemari makin rese. Banyak sekali sekarang kata² atau kalimat yg dikategorikan sbg ujaran kebencian, penghinaan atau kekerasan. Padahal bbrp kata atau kalimat tsb bukan ditujukan utk itu. Komen keras sedikit aja udah lgs kena banned bisa sampe sebulan. Alesannya gak sesuai standar komunitas. Halah bangk3!!! Sebaliknya kalo kita melaporkan ada komen yg bener ngarah ke kekerasan, kebencian dll malah dianggep gak melanggar. Rese bener skrg makanya FB. 👎🏻😠😠",1,2022-02-26 01:24:02
Tolong akun Facebook saya di bajak orang...gmn cara mau masuk LG...sedang kan udah di ubah sandi sama akun nya..tolong Facebook 🙏🙏,5,2022-02-25 22:56:28
Setiap kali posting video selalu ngeblur mohon di perbaiki lagi apk Facebooknya. #Saya kasih bintang lima terimakasih.,5,2022-02-25 21:52:43
Jangkauan iklan untuk saya sebagai pedagang menggunakan aplikasi Facebook sangat-sangat membantu. Semoga Facebook dan management selalu menjadi yg terbaik dan termudah.,5,2022-02-25 18:29:41
"Buat admin facebook yg terhormat!!! harap anda mencerna sedikit bug dan kinslet dalam aplikasi fb ini dengan baik mengapa, setiap akun saya selalu di kena pelanggaran apa salah gue..padahal gue posting bukan hal aneh"" atau kasus ketelanjangan dll,dan gue bikin akun baru malah di batasi 2 hari gak bisa like dan opload video dan gambar. lama lama bikin bising lah aplikasi macam apa,dulu bagus je guna ni aplikasi sekarang apa macam risau pulak orang di buat nye eyy paraahh..!! 👎👎👎",1,2022-02-25 16:14:54
"Kok akun saya tidak bisa masuk ya padahal akun saya baru buat loh Kok lansung nanya Fitur yang gak jelas gitu semua akun teman saya gua coba masuk sama saja gak bisa juga, Tolong dong perbaiki....",1,2022-02-25 16:10:50
Tolong di bantu proses fb saya di kunci boss ..padahal saya sudah sering mengirin identitas saya..tapi facebook saya masih tetap terkunci boss.....,1,2022-02-25 16:02:40
